,from_id,total_distance,walking_distance,transfers,travel_time_total,walking_time,wait_time_total
1082,o_360610245004,1057.745961,902.738,0,16.41666667,15.35,1.366666667
1083,o_360610245005,785.9757508,624.967,0,11.7,10.6,4.45
1084,o_360610245006,975.0307508,814.022,0,14.88333333,13.78333333,1.266666667
1085,o_360610245007,1016.853712,700.837,0,14.03333333,11.86666667,2.116666667
1086,o_360610247001,1543.190889,716.145,0,13.6,12.1,4.416666667
1087,o_360610247002,1068.858712,752.842,0,14.93333333,12.76666667,1.216666667
1088,o_360610247003,1061.414961,906.407,0,16.43333333,15.36666667,1.35
1089,o_360610247004,885.0107501,724.002,0,13.23333333,12.26666667,4.216666667
1090,o_360610247005,812.950629,641.467,0,12.03333333,10.86666667,2.4
1091,o_360610249001,782.4500882,663.14,0,12.13333333,11.31666667,1.083333333
1092,o_360610251001,2322.436999,1186.322,0,22.25,20.25,3.083333333
1093,o_360610251002,600.9327692,287.255,0,6.3,4.933333333,1.166666667
1094,o_360610253001,994.0258616,500.3,0,12.55,8.516666667,2.333333333
1095,o_360610253002,830.3297419,644.099,0,12.26666667,11.05,2.616666667
1096,o_360610253003,809.1136146,622.88,0,11.45,10.61666667,4.583333333
1097,o_360610253004,709.2020882,589.892,0,10.95,10.13333333,2.266666667
1098,o_360610253005,444.8089741,326.844,0,6.3,5.616666667,1.8
1099,o_360610253006,759.8700882,640.56,0,11.75,10.93333333,1.466666667
1100,o_360610255001,1527.132629,1355.649,0,24.13333333,22.96666667,2.3
1101,o_360610255002,1192.726024,411.77,0,9,7,5.216666667
1102,o_360610255003,925.0301055,764.237,0,13.76666667,13.08333333,1.283333333
1103,o_360610255004,893.8496146,707.616,0,12.85,12.01666667,3.183333333
1104,o_360610257001,1514.563249,671.058,0,16.61666667,11.51666667,1.55
1105,o_360610257002,1126.570067,1010.181,0,18.08333333,17.28333333,4.15
1106,o_360610257003,966.7420666,850.353,0,15.38333333,14.58333333,6.85
1107,o_360610259001,2063.902677,1244.986,0,22.98333333,20.98333333,5.95
1108,o_360610259002,2076.725677,1257.809,0,23.16666667,21.16666667,5.766666667
1109,o_360610261001,1112.752469,404.951,0,12.86666667,6.866666667,2.016666667
1110,o_360610261002,1361.350024,580.394,0,11.83333333,9.833333333,2.383333333
1111,o_360610261003,1299.49707,926.417,0,18.08333333,15.9,2.1
1112,o_360610261004,1366.298656,822.354,0,17.2,14.01666667,1.016666667
1113,o_360610261005,1202.02421,1033.909,0,18.68333333,17.7,1.5
1114,o_360610261006,1183.20221,1015.087,0,18.41666667,17.43333333,1.766666667
1115,o_360610261007,1182.79021,1014.675,0,18.38333333,17.4,1.8
1116,o_360610263001,1317.551549,1116.749,0,20.25,19.15,2.716666667
1117,o_360610263002,1234.665024,453.709,0,9.716666667,7.716666667,1.183333333
1118,o_360610263003,887.9722099,719.857,0,13.41666667,12.43333333,1.383333333
1119,o_360610263004,1102.237024,321.281,0,7.5,5.5,3.4
1120,o_360610263005,1086.886024,305.93,0,7.233333333,5.233333333,3.666666667
1121,o_360610265001,1308.93607,935.856,0,18.26666667,16.08333333,1.916666667
1122,o_360610265002,1140.136024,359.18,0,8.1,6.1,2.8
1123,o_360610265003,1592.08752,1036.861,0,20.81666667,17.76666667,2.15
1124,o_360610265004,1667.640841,386.981,0,9.566666667,6.566666667,1.333333333
1125,o_360610265005,1234.046024,453.09,0,9.75,7.75,1.15
1126,o_360610267001,1852.984999,716.87,0,14.05,12.05,6.15
1127,o_360610269001,2310.606998,2129.585,0,37.1,36.23333333,1.183333333
1128,o_360610269002,1758.029999,621.915,0,12.48333333,10.48333333,1.716666667
1129,o_360610269003,1475.060273,512.305,0,14.38333333,8.666666667,2.25
1130,o_360610269004,1358.611999,222.497,0,5.733333333,3.733333333,2.466666667
1131,o_360610269005,1603.913999,467.799,0,9.883333333,7.883333333,4.316666667
1132,o_360610269006,1770.843999,634.729,0,12.75,10.75,1.45
1133,o_360610271001,1710.062999,573.948,0,11.68333333,9.683333333,2.516666667
1134,o_360610271002,1354.203999,218.089,0,5.683333333,3.683333333,2.516666667
1135,o_360610271003,1626.540999,490.426,0,10.26666667,8.266666667,3.933333333
1136,o_360610271004,1712.292999,576.178,0,11.76666667,9.766666667,2.433333333
1137,o_360610271005,2502.436258,2221.804,0,39.23333333,38,1.583333333
1138,o_360610273001,1901.4911,864.556,0,20.51666667,14.83333333,2.45
1139,o_360610273002,1616.755841,336.096,0,8.7,5.7,2.2
1140,o_360610273003,1562.791841,282.132,0,7.8,4.8,3.1
1141,o_360610273004,1584.061841,303.402,0,8.15,5.15,2.75
1142,o_360610275001,2064.99723,1671.51,0,30.56666667,28.43333333,2.4
1143,o_360610275002,2105.410328,1874.231,0,33.15,32.16666667,4.3
